0.3F04.3700.3F0.dab,SBS Arabic24,HO ABC&SBS RADIO,Australia,F0,1..8,
0.3F02.3700.3F0.dab,SBS Chill,HO ABC&SBS RADIO,Australia,F0,1..8,
0.3F03.3700.3F0.dab,SBS PopAsia,HO ABC&SBS RADIO,Australia,F0,1..8,
0.3F05.3700.3F0.dab,SBS PopDesi,HO ABC&SBS RADIO,Australia,F0,1..8,
0.3F00.3700.3F0.dab,SBS Radio 1,HO ABC&SBS RADIO,Australia,F0,1..8,
0.3F01.3700.3F0.dab,SBS Radio 2,HO ABC&SBS RADIO,Australia,F0,1..8,
0.3F06.3700.3F0.dab,SBS Radio 3,HO ABC&SBS RADIO,Australia,F0,1..8,
0.3710.3700.3F0.dab,triple j,HO ABC&SBS RADIO,Australia,F0,1..8,
0.3711.3700.3F0.dab,Unearthed,HO ABC&SBS RADIO,Australia,F0,1..8,
0.F0303700.3700.FF0.dab,ABC EPG,HO ABC&SBS RADIO,Australia,F0,1..8,
0.1106.F003.1F0.dab,1116 SEN,DAB Melbourne 1,Australia,F0,1..8,
0.114E.F003.1F0.dab,3MBS Fine Music,DAB Melbourne 2,Australia,F0,1..8,
0.114C.F003.1F0.dab,3RRR Digital,DAB Melbourne 3,Australia,F0,1..8,
0.114F.F003.1F0.dab,3ZZZ Ethnic,DAB Melbourne 4,Australia,F0,1..8,
0.1109.F003.1F0.dab,Aussie,DAB Melbourne 5,Australia,F0,1..8,
0.1108.F003.1F0.dab,Classic Rock Radio,DAB Melbourne 6,Australia,F0,1..8,
0.111C.F003.1F0.dab,Coles Radio,DAB Melbourne 7,Australia,F0,1..8,
0.1150.F003.1F0.dab,IRIS Melbourne,DAB Melbourne 8,Australia,F0,1..8,
0.111D.F003.1F0.dab,Koffee,DAB Melbourne 9,Australia,F0,1..8,
0.1107.F003.1F0.dab,KOOOL,DAB Melbourne 10,Australia,F0,1..8,
0.1151.F003.1F0.dab,Light899,DAB Melbourne 11,Australia,F0,1..8,
0.114D.F003.1F0.dab,LightDigital,DAB Melbourne 12,Australia,F0,1..8,
0.1138.F003.1F0.dab,MMM CLASSIC ROCK,DAB Melbourne 13,Australia,F0,1..8,
0.1139.F003.1F0.dab,MMM COUNTRY,DAB Melbourne 14,Australia,F0,1..8,
0.1137.F003.1F0.dab,MMM MODERN,DAB Melbourne 15,Australia,F0,1..8,
0.111A.F003.1F0.dab,Nova 100,DAB Melbourne 16,Australia,F0,1..8,
0.10C1.F003.1F0.dab,RSN Carnival,DAB Melbourne 17,Australia,F0,1..8,
0.10C3.F003.1F0.dab,RSN Carnival 2,DAB Melbourne 18,Australia,F0,1..8,
0.10C0.F003.1F0.dab,RSN Racing&Sport,DAB Melbourne 19,Australia,F0,1..8,
0.110A.F003.1F0.dab,Rythmos,DAB Melbourne 20,Australia,F0,1..8,
0.111B.F003.1F0.dab,smoothfm 91.5,DAB Melbourne 21,Australia,F0,1..8,
0.10C2.F003.1F0.dab,TAB Live,DAB Melbourne 22,Australia,F0,1..8,
0.1164.F004.1F0.dab,3 Kool N Deadly,DAB Melbourne 2,Australia,F0,1..8,
0.10CA.F004.1F0.dab,3AW,DAB Melbourne 3,Australia,F0,1..8,
0.1160.F004.1F0.dab,3CR Digital,DAB Melbourne 4,Australia,F0,1..8,
0.10E3.F004.1F0.dab,BUDDHA HITS,DAB Melbourne 5,Australia,F0,1..8,
0.10F6.F004.1F0.dab,CW Remix,DAB Melbourne 6,Australia,F0,1..8,
0.10E2.F004.1F0.dab,EASY HITS,DAB Melbourne 7,Australia,F0,1..8,
0.10DE.F004.1F0.dab,Fox,DAB Melbourne 8,Australia,F0,1..8,
0.10F2.F004.1F0.dab,Gold104.3,DAB Melbourne 9,Australia,F0,1..8,
0.1166.F004.1F0.dab,JOY,DAB Melbourne 10,Australia,F0,1..8,
0.10F3.F004.1F0.dab,KIIS 101.1,DAB Melbourne 11,Australia,F0,1..8,
0.10E4.F004.1F0.dab,Kinderling Kids,DAB Melbourne 12,Australia,F0,1..8,
0.10CB.F004.1F0.dab,Macquarie Sports,DAB Melbourne 13,Australia,F0,1..8,
0.10E1.F004.1F0.dab,MMM GREATEST,DAB Melbourne 14,Australia,F0,1..8,
0.10CC.F004.1F0.dab,News Talk Sport,DAB Melbourne 15,Australia,F0,1..8,
